Created By Broughy1322,,"This sheet contains actual vehicle attributes taken directly from the game code. The most important attributes to vehicle performance are shown in an easy to read & understand format, but for the full story please see ""Handling Data (Full)"" sheet.",,,,,,,,,,,,,,,
Class,Vehicle,Speed,,,,,Acceleration,,,,,Braking,,Traction,,,Collisions
Service,Vivanite (KnoWay),0.1095,-,-,6.8,156,AWD,70%,1,4,4,0.78,0.41,2.1785,2.062,1,"2,180"
Service,Wastelander,0.33,-,-,14.5,125,AWD,35%,5,4.5,4.5,0.6,0.6,2.3,1.9,0.5,"7,000"
Sports,10F,0.3545,180,0.482,10.275,159.35,RWD,0%,7,4.5,4.5,1.1,0.45,2.68,2.345,1,"1,650"
Sports,10F Widebody,0.356,210,0.506,10.175,160.25,RWD,0%,7,4.7,4.7,1.15,0.45,2.69,2.35,1,"1,650"
Sports,300R,0.3288,160,0.434,9.85,151.65,RWD,0%,6,3.3,3.3,0.78,0.5125,2.495,2.295,1,"1,590"
Sports,8F Drafter,0.342,100,0.410,10.4,150,AWD,40%,6,3.1,3.1,1,0.52,2.695,2.455,1,"1,650"
Sports,9F,0.33,100,0.396,9.5,155,AWD,20%,6,3,3,1,0.45,2.55,2.25,1,"1,300"
Sports,9F Cabrio,0.33,100,0.396,9.5,155,AWD,20%,6,3,3,1,0.45,2.55,2.25,1,"1,300"
Sports,Alpha,0.33,100,0.396,9.1,150,RWD,0%,6,2.2,2.2,1,0.45,2.5,2.17,1,"1,800"
Sports,Banshee,0.34,200,0.476,10.5,148,RWD,0%,5,2.2,2.2,1,0.55,2.42,2.32,1,"1,200"
Sports,Banshee (HSW),0.34,235,0.500,10.5,148,RWD,0%,5,2.2,2.2,1,0.55,2.42,2.32,1,"1,200"
Sports,Banshee GTS,0.3878,100,0.465,9.35,182.7,RWD,0%,6,2.2,2.3,0.72,0.54,2.6065,2.482,1,1550
Sports,Banshee GTS (HSW),0.3878,125,0.485,9.35,182.7,RWD,0%,6,2.2,2.3,0.72,0.54,2.6065,2.482,1,1550
Sports,Bestia GTS,0.32,100,0.384,9.5,155,AWD,30%,6,5.2,5.2,1,0.55,2.42,2.32,1,"1,800"
Sports,Blista Compact,0.23,100,0.276,8,132,FWD,100%,5,1.7,1.7,0.55,0.65,2.1,1.75,1,"1,050"
Sports,Buffalo,0.27,100,0.324,8.5,145,RWD,0%,5,2,2,0.9,0.425,2.45,2.2,1,"1,650"
Sports,Buffalo S,0.29,100,0.348,8.9,145,RWD,0%,5,2.3,2.3,0.9,0.425,2.45,2.2,1,"1,650"
Sports,Calico GTF,0.3385,100,0.406,9.475,149.75,AWD,48%,5,5.8,5.8,0.825,0.4815,2.435,2.1745,1,"1,448"
Sports,Carbonizzare,0.35,100,0.420,10.5,158,RWD,0%,6,6,6,0.8,0.5,2.38,2.2,1,"1,600"
Sports,Comet,0.34,100,0.408,9.2,152,RWD,0%,5,2.2,2.2,0.8,0.6,2.6,2.15,1,"1,400"
Sports,Comet Retro Custom,0.34,100,0.408,9.21,152,RWD,0%,5,2.2,2.2,0.8,0.6,2.8,2.35,1,"1,200"
Sports,Comet S2,0.346,100,0.415,9.45,156.4,RWD,0%,7,4.2,4.2,0.88,0.6,2.655,2.52,1,"1,550"
Sports,Comet S2 Cabrio,0.3495,100,0.419,9.485,156.1,RWD,0%,8,4.2,4.2,0.89,0.6,2.655,2.52,1,"1,650"
Sports,Comet Safari,0.2925,100,0.351,8.6,152,AWD,30%,5,3.2,3.2,0.8,0.6,2.1,1.75,0.3,"1,150"
Sports,Comet SR,0.32,100,0.384,9.95,157.5,RWD,0%,6,6.2,6.2,1.2,0.6,2.7,2.5,1,"1,550"
Sports,Coquette,0.33,100,0.396,8.7,152,RWD,0%,6,2.2,3,0.8,0.55,2.55,2.45,1,"1,400"
Sports,Coquette D10,0.32,110,0.390,9,160,RWD,0%,8,3.6,3.9,0.6,0.55,2.6,2.35,1,"1,600"
Sports,Coquette D5,0.325,200,0.455,9,167.25,RWD,0%,6,1.3,1.45,0.7,0.47,2.637,2.4985,1,1420
Sports,Corsita,0.4,70,0.456,10.48,162.85,RWD,0%,8,8.25,8.25,1.3,0.47,2.726,2.595,1,"1,500"
Sports,Cypher,0.326,100,0.391,10.95,147.85,RWD,0%,6,7.8,7.8,0.7,0.52,2.59,2.46,1,"1,625"
Sports,Drift Tampa,0.33,100,0.396,11,150,AWD,25%,4,4.9,4.9,0.5,0.65,2.25,2.1,1,"1,100"
Sports,Elegy Retro Custom,0.33,100,0.396,10.25,148,AWD,25%,5,6,6,1,0.55,2.7,2.55,1,"1,450"
Sports,Elegy RH8,0.33,100,0.396,9.5,152,AWD,30%,6,2.2,2.2,0.5,0.7,2.7,2.5,1,"1,700"
Sports,Envisage,0.175,180,0.238,9.3,175,RWD,0%,1,5,5,0.82,0.41,2.72,2.59,1.1,2400
Sports,Euros,0.324,100,0.389,9.895,149.85,RWD,0%,7,2.8,2.8,0.9,0.465,2.5615,2.415,1,"1,466"
Sports,Feltzer,0.34,100,0.408,9.5,153,RWD,0%,6,2.2,2.2,0.8,0.65,2.65,2.3,1,"1,450"
Sports,Flash GT,0.32,200,0.448,11.5,152,AWD,20%,6,8.5,8.5,1,0.55,2.45,2.15,0.35,"1,200"
Sports,Furore GT,0.335,100,0.402,8.7,152,RWD,0%,6,2.2,3,1,0.55,2.56,2.47,1,"1,350"
Sports,Fusilade,0.32,100,0.384,9,149,RWD,0%,6,2.1,2.1,0.9,0.425,2.45,2.2,1,"1,500"
Sports,Futo,0.29,150,0.377,6.5,135,RWD,0%,5,1.6,1.6,0.5,0.55,2.05,1.75,1,900
Sports,Futo GTX,0.2965,280,0.463,8.95,137,RWD,0%,5,1.6,1.6,0.525,0.55,2.095,1.785,1,950
Sports,GB200,0.315,150,0.410,11,152,AWD,50%,6,4.5,4.5,1,0.55,2.3,1.96,0.375,"1,180"
Sports,Go Go Monkey Blista,0.23,100,0.276,8,132,FWD,100%,5,1.7,1.7,0.55,0.65,2.1,1.75,1,"1,050"
Sports,Growler,0.33375,120,0.414,9.15,153.85,RWD,0%,7,4.6,4.6,0.84,0.6,2.63,2.495,1,"1,420"
Sports,Hotring Everon,0.3395,160,0.448,10.15,161.45,RWD,0%,6,4.5,3.5,0.685,0.53,2.5445,2.367,1,"1,565"
Sports,Hotring Hellfire,0.36675,130,0.462,10.85,160.85,RWD,0%,4,1.9,1.9,0.935,0.422,2.482,2.338,1,1940
Sports,Hotring Sabre,0.335,100,0.402,10,159,RWD,0%,4,4.5,3.5,0.7,0.5,2.55,2.35,1,"1,508"
Sports,Imorgon,0.66,80,0.766,26.8,148.5,AWD,50%,2,8.5,8.5,0.835,0.52,2.598,2.375,1,"1,600"
Sports,Issi Sport,0.305,125,0.381,12.1,148,AWD,65%,6,8.5,8.5,1,0.55,2.55,2.25,0.35,"1,000"
Sports,Itali GTO,0.4,100,0.480,10.427,161.2,AWD,50%,6,8,8,1.1,0.45,2.62,2.5,1,"1,520"
Sports,Itali RSX,0.40125,100,0.482,10.53,163.15,AWD,50%,8,8,8,1.35,0.46,2.737,2.555,1,"1,600"
Sports,Jester,0.3,100,0.360,9.5,158,AWD,20%,6,3.3,3.3,0.95,0.51,2.55,2.25,1.4,"1,300"
Sports,Jester (Racecar),0.31,100,0.372,9.5,158,AWD,20%,6,3.3,3.3,0.95,0.51,2.57,2.27,1.4,"1,300"
Sports,Jester Classic,0.32,250,0.480,9.25,156,RWD,0%,5,3.3,3.3,0.95,0.51,2.575,2.35,1,"1,600"
Sports,Jester RR,0.3291,120,0.408,9.77,152.5,RWD,0%,8,3.3,3.3,0.85,0.4992,2.59,2.37,1,"1,575"
Sports,Jugular,0.378,100,0.454,11.5,157.5,AWD,30%,8,8.1,8.1,1.1,0.54,2.62,2.38,1,"1,745"
Sports,Khamelion,0.15,100,0.180,8.2,140,RWD,0%,1,1.3,1.3,0.9,0.425,2.6,2.35,1,"1,800"
Sports,Komoda,0.367,110,0.448,10.4,156,RWD,0%,6,4.1,4.1,0.95,0.52,2.69,2.45,1,"1,575"
Sports,Kuruma,0.31,100,0.372,9.5,143,AWD,33%,6,1.8,1.8,0.5,0.6,2.45,1.975,0,"1,500"
Sports,Kuruma (Armored),0.31,100,0.372,10,140,AWD,33%,6,2.2,2.2,0.5,0.6,2.25,1.875,0,"3,200"
Sports,La Coureuse,0.37,125,0.463,10.8,139.85,RWD,0%,4,10,10,0.8,0.45,2.435,2.295,0.35,1500
Sports,La Coureuse (HSW),0.37,150,0.481,10.8,139.85,RWD,0%,4,10,10,0.8,0.45,2.435,2.295,0.35,1500
Sports,Locust,0.334,100,0.401,9.6,154.7,RWD,0%,6,6,6,1,0.45,2.685,2.56,1,920
Sports,LSCM Jester RR,0.3291,120,0.408,10.35,152.5,RWD,0%,7,3.3,3.3,0.85,0.4992,2.725,2.63,1,1485
Sports,Lynx,0.315,100,0.378,8.7,157,RWD,0%,6,3.1,3.1,1,0.55,2.56,2.35,1,"1,725"
Sports,Massacro,0.364,100,0.437,10,156.2,RWD,0%,6,3,3,0.9,0.45,2.42,2.23,1,"1,700"
Sports,Massacro (Racecar),0.364,100,0.437,10,156.2,RWD,0%,6,3,3,0.9,0.45,2.43,2.25,1,"1,700"
Sports,Neo,0.387,100,0.464,10.52,160.85,AWD,50%,6,8,8,1.2,0.45,2.62,2.48,1,"1,390"
Sports,Neon,0.2505,100,0.301,11,156.5,AWD,50%,1,9,9,1.3,0.6,2.275,2.2,1,"2,000"
Sports,Niobe,0.3805,100,0.457,10.5,167,AWD,20%,6,3,2.9,0.76,0.468,2.605,2.435,1,1555
Sports,Niobe (HSW),0.3805,150,0.495,10.5,167,AWD,20%,6,3,2.9,0.76,0.468,2.605,2.435,1,1555
Sports,Omnis,0.305,100,0.366,11,152,AWD,50%,5,4,4,1,0.55,2,1.65,0.4,"1,090"
Sports,Omnis e-GT,0.58,90,0.684,20.75,149.75,AWD,40%,2,9,9,1,0.53,2.595,2.325,1,"2,350"
Sports,Panthere,0.3462,100,0.415,9.75,157.85,RWD,0%,7,6,6,0.84,0.5732,2.5814,2.4078,1,"1,100"
Sports,Paragon R,0.329,100,0.395,11.43,159.9,AWD,50%,8,3.1,3.1,1,0.53,2.675,2.515,1,"2,415"
Sports,Paragon R (Armored),0.3275,100,0.393,11.46,160,AWD,50%,8,3.1,3.1,0.95,0.53,2.675,2.515,1,"2,555"
Sports,Paragon S,0.33,250,0.495,10.1,159.5,AWD,50%,7,3.6,3.6,1.1,0.5185,2.515,2.3505,1,2315
Sports,Pariah,0.321,400,0.578,9.1,155.1,RWD,0%,6,3.4,3.4,1,0.52,2.625,2.45,1,"1,500"
Sports,Penumbra,0.22,100,0.264,8,140,RWD,0%,5,1.9,1.9,0.8,0.65,2.25,1.85,1,"1,400"
Sports,Penumbra FF,0.3,180,0.408,10,142,AWD,50%,5,2.1,2.2,0.8,0.65,2.35,2.2,1,"1,300"
Sports,Raiden,0.245,100,0.294,11.25,156.25,AWD,35%,1,9,9,1.3,0.6,2.15,2,1,"2,100"
Sports,Rapid GT,0.36,100,0.432,10,152,RWD,0%,6,3,3,1,0.45,2.45,2.25,1,"1,600"
Sports,Rapid GT Cabrio,0.36,100,0.432,10,152,RWD,0%,6,3,3,1,0.45,2.45,2.25,1,1600
Sports,Rapid GT X,0.35,200,0.490,8.8,167,RWD,0%,6,2.1,2,0.8,0.525,2.45,2.3,1,"1,650"
Sports,Raptor,0.295,100,0.354,11,140,RWD,0%,6,2.3,2.3,1.2,0.65,2.6,2.4,0,500
Sports,Remus,0.327,120,0.405,10.2,146.8,RWD,0%,5,5.5,5.5,0.9,0.52,2.685,2.515,1,"1,105"
Sports,Revolter,0.35,100,0.420,12.5,140,AWD,50%,6,5.2,6,0.8,0.5,2.25,1.95,1,"2,600"
Sports,RT3000,0.312,125,0.390,9,149,RWD,0%,6,2.2,2.2,1,0.458,2.58,2.195,1,"1,275"
Sports,Ruston,0.325,100,0.390,10.25,148,RWD,0%,5,6.2,6.2,1.2,0.5,2.6,2.45,1,800
Sports,S95,0.331,80,0.384,10.15,151.5,RWD,0%,6,8.1,8.1,1.1,0.52,2.51,2.27,1,"1,270"
Sports,S95 (HSW),0.331,125,0.414,10.15,151.5,RWD,0%,6,8.1,8.1,1.1,0.52,2.51,2.27,1,"1,270"
Sports,Schafter LWB,0.2,200,0.280,7.5,142,RWD,0%,5,3,3,0.85,0.425,2.55,2.25,1,"1,850"
Sports,Schafter V12,0.3,200,0.420,7.25,150,RWD,0%,6,5,5,0.95,0.425,2.55,2.25,1,"1,500"
Sports,Schlagen GT,0.37,125,0.463,9.5,159.2,RWD,0%,7,6.2,6.5,0.8,0.65,2.5,2.3,1,"1,550"
Sports,Schwartzer,0.29,100,0.348,8,147,RWD,0%,5,2,2,0.9,0.425,2.3,1.95,1,"1,400"
Sports,Sentinel Classic,0.265,100,0.318,8.5,140,RWD,0%,5,5.2,6,0.8,0.5,2.25,1.95,1,"1,100"
Sports,Sentinel Classic Widebody,0.295,110,0.360,8.55,146.8,RWD,0%,5,6.2,7,0.88,0.497,2.295,2.0175,1,"1,040"
Sports,Sentinel GTS,0.33,200,0.462,8.7,166.7,RWD,0%,6,3,3,0.7,0.492,2.5,2.3,1,"1,870"
Sports,Seven-70,0.335,100,0.402,8.7,159,RWD,0%,6,3.1,3.1,1,0.55,2.56,2.35,1,"1,650"
Sports,SM722,0.358,160,0.473,10.9,160.88,RWD,0%,5,6.5,6.5,0.85,0.432,2.508,2.305,1,"1,551"
Sports,Specter,0.32,100,0.384,9.1,155,RWD,0%,6,3.1,3.1,1,0.52,2.62,2.4,1,"1,550"
Sports,Specter Custom,0.33,100,0.396,9.2,155.2,RWD,0%,6,4,4,1.1,0.52,2.67,2.55,1,"1,450"
Sports,Sprunk Buffalo,0.31,100,0.372,8.9,147,RWD,0%,5,2.5,2.5,1,0.425,2.45,2.25,1,"1,550"
Sports,Stinger TT,0.398,100,0.478,10.412,162,RWD,0%,8,8.5,8.5,0.98,0.454,2.6165,2.5094,1,1570
Sports,Stinger TT (HSW),0.398,120,0.494,10.412,162,RWD,0%,8,8.5,8.5,0.98,0.454,2.6165,2.5094,1,1570
Sports,Streiter,0.2125,100,0.255,6.6,140,AWD,50%,6,3.2,3.2,0.8,0.6,2.08,1.74,0.6,"2,010"
Sports,Sugoi,0.31,150,0.403,10.4,156,FWD,100%,6,4,4.1,0.85,0.62,2.49,2.25,1,"1,380"
Sports,Sultan,0.26,200,0.364,8,145,AWD,40%,5,1.8,1.8,0.4,0.65,2.35,1.95,1,"1,400"
Sports,Sultan Classic,0.33,180,0.449,10.5,145,AWD,50%,5,2.3,2.4,0.5,0.6,2.495,2.255,0,"1,100"
Sports,Sultan RS Classic,0.3385,170,0.454,10.6,146.5,AWD,40%,5,2.3,2.4,0.52,0.6,2.485,2.255,0,"1,150"
Sports,Surano,0.34,100,0.408,9.1,155,RWD,0%,6,2.2,2.2,1,0.45,2.55,2.15,1,"1,600"
Sports,Tropos Rallye,0.225,100,0.270,7.25,152,RWD,0%,6,5.2,6,0.7,0.5,2.05,1.85,0.4,800
Sports,V-STR,0.379,110,0.462,11.9,159.25,RWD,0%,8,6.1,6.1,0.625,0.53,2.58,2.375,1,"1,878"
Sports,Vectre,0.324,100,0.389,11.725,148.5,AWD,30%,8,8.1,8.1,0.6,0.525,2.635,2.425,1,"1,765"
Sports,Verlierer,0.335,100,0.402,7.8,150,RWD,0%,5,4,4,1,0.55,2.43,2.35,1,"1,100"
Sports,Veto Classic,0.45,70,0.513,29.75,75,RWD,0%,1,2,2,0.35,0.4,2.85,2.75,0,450
Sports,Veto Modern,0.4275,70,0.487,25,80,RWD,0%,1,2,2,0.4,0.38,2.925,2.9,0,600
Sports,ZR350,0.33,110,0.403,9.78,149.8,RWD,0%,5,2.1,2.2,0.85,0.533,2.485,2.36,1,"1,300"
Sports,ZR380,0.35,150,0.455,9.5,158,RWD,0%,6,4,4,0.8,0.65,2.5,2.1,0.7,"1,600"
Sports Classics,190z,0.27,100,0.324,9.1,140,RWD,0%,5,2.8,2.8,0.95,0.7,2.3,2.05,1,"1,100"
Sports Classics,Ardent,0.285,100,0.342,8,148,RWD,0%,5,5,5,0.9,0.6,2.65,2.6,1,"1,200"
Sports Classics,Astrale,0.32,100,0.384,8.675,166.5,RWD,0%,5,2,2.1,0.66,0.51,2.535,2.365,1,"1,400"
Sports Classics,Astrale (HSW),0.32,150,0.416,8.675,166.5,RWD,0%,5,2,2.1,0.66,0.51,2.535,2.365,1,"1,400"
Sports Classics,Casco,0.32,100,0.384,8,151,RWD,0%,5,2.2,2.2,0.6,0.65,2.3,2.05,1,"1,100"
Sports Classics,Cheburek,0.265,250,0.398,8.5,140,RWD,0%,5,5.2,6,0.8,0.5,2.25,1.95,1,"1,100"
Sports Classics,Cheetah Classic,0.3,100,0.360,7.75,152,RWD,0%,5,4,4,0.8,0.65,2.65,2.55,1,"1,500"
Sports Classics,Coquette Classic,0.34,100,0.408,9.5,151,RWD,0%,4,2.6,3,0.5,0.55,2.3,2.05,1,"1,400"
Sports Classics,Coquette D1,0.278,170,0.373,7.9,160,RWD,0%,3,1.4,1.3,0.6,0.476,2.325,2.181,1,1350
Sports Classics,Deluxo,0.2275,400,0.410,7.5,140,RWD,0%,4,5.2,6,0.7,0.7,2.05,1.85,0.4,"1,600"
Sports Classics,Dynasty,0.18,200,0.252,8.2,118,RWD,0%,5,1.25,1.25,0.4,0.52,1.7,1.4,1,"1,100"
Sports Classics,Fagaloa,0.21,100,0.252,11.5,120,RWD,0%,3,2.2,2.5,0.775,0.56,2.375,1.9,1,"1,100"
Sports Classics,Franken Stange,0.355,100,0.426,12.2,135,RWD,0%,4,1.4,1.4,0.55,0.51,1.94,1.7,0.8,"1,800"
Sports Classics,GT500,0.29,100,0.348,9.1,140.2,RWD,0%,5,2.8,2.8,0.77,0.7,2.2,2,1,800
Sports Classics,GT750,0.332,40,0.359,9.1,161,RWD,0%,5,1.2,1.3,0.47,0.4875,2.38,2.2515,1,"1,600"
Sports Classics,Infernus Classic,0.33,100,0.396,9.8,149.5,RWD,0%,6,3.5,3.5,0.5,0.55,2.635,2.435,1,"1,400"
Sports Classics,Itali Classic,0.3,100,0.360,7.85,156,RWD,0%,5,1.6,1.7,0.6,0.57,2.575,2.42,1,"1,470"
Sports Classics,JB 700,0.26,100,0.312,6,150,RWD,0%,5,1.9,1.9,0.6,0.65,2.15,1.75,1,"1,600"
Sports Classics,JB 700W,0.26,110,0.317,6,150,RWD,0%,5,1.9,1.9,0.6,0.65,2.15,1.75,1,"1,600"
Sports Classics,LSCM Cheetah Classic,0.3,120,0.372,8.45,152,RWD,0%,5,4,4,0.8,0.65,2.7,2.57,1,"1,400"
Sports Classics,Mamba,0.34,100,0.408,9.5,148,RWD,0%,4,3,3.2,0.5,0.55,2.5,2.05,1,"1,160"
Sports Classics,Manana,0.16,100,0.192,6,130,RWD,0%,4,1.3,1.3,0.25,0.65,1.95,1.65,1,"2,100"
Sports Classics,Michelli GT,0.2825,150,0.367,9.4,140,RWD,0%,5,2.8,2.8,0.75,0.7,2.3,2.05,0.6,840
Sports Classics,Monroe,0.28,100,0.336,6,150,RWD,0%,5,2.2,2.2,0.65,0.65,2.2,1.85,1,"1,200"
Sports Classics,Nebula Turbo,0.24,180,0.326,11,138,RWD,0%,4,4.9,4.9,0.5,0.65,1.95,1.65,1,"1,320"
Sports Classics,Peyote,0.16,100,0.192,6,130,RWD,0%,4,1.3,1.3,0.25,0.65,1.85,1.45,1,"2,100"
Sports Classics,Peyote Custom,0.205,180,0.279,6.25,140,RWD,0%,4,1.55,1.55,0.28,0.65,1.98,1.62,1,"2,250"
Sports Classics,Pigalle,0.265,100,0.318,5.9,149,FWD,100%,5,2,2,0.85,0.54,2.36,2.11,1,"1,500"
Sports Classics,Rapid GT Classic,0.3,200,0.420,8.95,149.5,RWD,0%,5,3,3,0.5,0.5,2.6,2.35,1,"1,570"
Sports Classics,Retinue,0.2275,200,0.319,7.5,140,RWD,0%,4,5.2,6,0.7,0.7,2.05,1.85,0.4,900
Sports Classics,Retinue Mk II,0.2775,180,0.377,8.5,145,RWD,0%,4,5.2,6,0.72,0.7,2.05,1.85,0.4,950
Sports Classics,Roosevelt,0.27,100,0.324,10.2,125,RWD,0%,4,1.5,1.5,0.55,0.51,2.1,1.9,0.8,"2,400"
Sports Classics,Roosevelt Valor,0.27,100,0.324,10.2,125,RWD,0%,4,1.5,1.5,0.55,0.51,2.1,1.9,0.8,"2,420"
Sports Classics,Savestra,0.2375,200,0.333,7.5,140,RWD,0%,4,5.2,6,0.7,0.7,2.05,1.85,1,880
Sports Classics,Stinger,0.26,100,0.312,8,145,RWD,0%,5,2.2,2.2,0.6,0.65,2.15,1.65,1,"1,100"
Sports Classics,Stinger GT,0.26,100,0.312,8,145,RWD,0%,5,2.2,2.2,0.6,0.65,2.15,1.65,1,"1,100"
Sports Classics,Stirling GT,0.3,180,0.408,9.5,138,RWD,0%,5,2.2,2.2,0.8,0.65,2.35,2.1,1,"1,330"
Sports Classics,Stirling GT (HSW),0.3,220,0.432,9.5,138,RWD,0%,5,2.2,2.2,0.8,0.65,2.35,2.1,1,"1,330"
Sports Classics,Stromberg,0.29,100,0.348,9.1,150,RWD,0%,6,6,6,1,0.45,2.5,2.4,1,"1,300"
Sports Classics,Swinger,0.39,100,0.468,12,160,RWD,0%,5,5,4.5,0.995,0.55,2.4,2.25,1,900
Sports Classics,Toreador,0.3,70,0.342,9.01,150,RWD,0%,5,4,4,1,0.45,2.45,2.4,1,"1,600"
Sports Classics,Torero,0.3,100,0.360,8.75,149.5,RWD,0%,5,3,3,0.5,0.5,2.6,2.4,1,"1,470"
Sports Classics,Tornado,0.16,100,0.192,6,130,RWD,0%,4,1.3,1.3,0.25,0.65,1.8,1.42,0,"2,100"
Sports Classics,Tornado Beater,0.16,100,0.192,6,130,RWD,0%,4,1.3,1.3,0.25,0.65,1.8,1.42,0,"2,100"
Sports Classics,Tornado Cabrio,0.16,100,0.192,6,130,RWD,0%,4,1.3,1.3,0.25,0.65,1.8,1.42,0,"2,100"
Sports Classics,Tornado Custom,0.161,100,0.193,6,130,RWD,0%,4,1.5,1.5,0.255,0.65,1.85,1.42,0,"2,200"
Sports Classics,Tornado Mariachi,0.16,100,0.192,6,130,RWD,0%,4,1.3,1.3,0.25,0.65,1.8,1.42,0,"2,100"
Sports Classics,Tornado Rat Rod,0.28,100,0.336,12,130,RWD,0%,4,1.3,1.3,0.25,0.65,2,1.82,0,"2,100"
Sports Classics,Turismo Classic,0.34,100,0.408,9.5,152.5,RWD,0%,6,3.75,3.75,0.5,0.55,2.65,2.475,1,"1,100"
Sports Classics,Turismo Classic (HSW),0.34,145,0.439,9.5,152.5,RWD,0%,6,3.75,3.75,0.5,0.55,2.65,2.475,1,"1,100"
Sports Classics,Uranus LozSpeed,0.3245,108,0.395,9.675,155,RWD,0%,5,2.2,2.2,0.48,0.51,2.54,2.4165,1,1240
Sports Classics,Viseris,0.3,200,0.420,8.95,155.5,RWD,0%,5,2.2,2.2,0.8,0.6,2.3,2,1,"1,400"
Sports Classics,Z-Type,0.3,100,0.360,6,154,RWD,0%,4,1.3,1.3,0.7,0.5,2.3,2.05,1,"1,000"
Sports Classics,Zion Classic,0.305,100,0.366,10.5,149,RWD,0%,4,2.2,2.2,0.85,0.6,2.35,2.2,1,"1,450"
Supers,811,0.356,100,0.427,8.5,159.3,AWD,20%,6,6,6,1.12,0.65,2.688,2.57,1,"1,600"
Supers,Adder,0.32,100,0.384,7.8,160,AWD,20%,6,3,3,1,0.45,2.5,2.38,1,"1,800"
Supers,Autarch,0.377,100,0.452,10.107,161,RWD,0%,6,7,6,1.2,0.45,2.705,2.62,1,"1,300"
Supers,Banshee 900R,0.3475,100,0.417,12.5,150,RWD,0%,5,6,6,1,0.55,2.5,2.375,1,"1,150"
Supers,Bullet,0.33,100,0.396,9,152,RWD,0%,5,2.2,2.2,0.8,0.55,2.55,2.3,1,"1,100"
Supers,Champion,0.359,80,0.416,9.185,160.8,RWD,0%,6,4.8,4.6,1.15,0.4985,2.5662,2.376,1,"1,500"
Supers,Cheetah,0.32,100,0.384,8.5,153,RWD,0%,6,6,6,0.8,0.65,2.65,2.6,1,"1,400"
Supers,Cyclone,0.2725,100,0.327,11,158,AWD,50%,1,9,9,1.2,0.45,2.25,2.175,1,"1,800"
Supers,Cyclone II,0.3125,90,0.369,11.4,161.35,AWD,50%,1,10,10,1.25,0.435,2.58,2.365,1,"1,800"
Supers,Cyclone II (HSW),0.3125,130,0.394,11.4,161.35,AWD,50%,1,10,10,1.25,0.435,2.58,2.365,1,"1,800"
Supers,Deveste Eight,0.42,100,0.504,11,170,RWD,0%,6,8,8,1,0.6,2.725,2.52,1,"3,000"
Supers,Deveste Eight (HSW),0.42,113,0.515,11,170,RWD,0%,6,8,8,1,0.6,2.725,2.52,1,"3,000"
Supers,Emerus,0.378,160,0.499,10.35,161.3,RWD,0%,7,7.5,7,1.2,0.55,2.78,2.58,1,"1,198"
Supers,Entity MT,0.3545,190,0.489,8.32,172,RWD,0%,6,6,6,1,0.58,2.782,2.59,1,"1,420"
Supers,Entity MT (HSW),0.3545,225,0.514,8.32,172,RWD,0%,6,6,6,1,0.58,2.782,2.59,1,"1,420"
Supers,Entity XF,0.33,100,0.396,8.5,155,AWD,20%,6,6,6,0.9,0.55,2.75,2.6,1,"1,500"
Supers,Entity XXR,0.355,125,0.444,8.3,170,RWD,0%,6,6,6,1,0.6,2.77,2.6,1,"1,400"
Supers,ETR1,0.33,100,0.396,9.5,158.5,RWD,0%,6,6,6,1,0.5,2.65,2.55,1,"1,400"
Supers,FMJ,0.3655,100,0.439,8.9,158.4,RWD,0%,6,6,5,1.1,0.45,2.7,2.55,1,"1,315"
Supers,FMJ MK V,0.3875,120,0.481,10.2,176.5,RWD,0%,6,4.8,4.8,0.87,0.495,2.7275,2.535,1,"1,250"
Supers,FMJ MK V (HSW),0.3875,150,0.504,10.2,176.5,RWD,0%,6,4.8,4.8,0.87,0.495,2.7275,2.535,1,"1,250"
Supers,Furia,0.365,70,0.416,10.35,161.2,AWD,50%,6,7.5,7,1,0.55,2.7,2.58,1,"1,898"
Supers,GP1,0.37,100,0.444,10.307,160.5,RWD,0%,6,6,5,1.2,0.45,2.68,2.56,1,"1,100"
Supers,Ignus,0.3835,70,0.437,9.85,160.25,AWD,49%,7,7.8,7.4,1,0.495,2.7675,2.6,1,"1,600"
Supers,Infernus,0.34,100,0.408,9.7,150,AWD,20%,6,6,6,0.5,0.7,2.65,2.45,1,"1,200"
Supers,Itali GTB,0.3365,100,0.404,8.25,159,AWD,30%,6,9,9,1.1,0.45,2.5,2.37,1,"1,800"
Supers,Itali GTB Custom,0.34,100,0.408,8.25,159.2,AWD,30%,6,9,9,1.2,0.45,2.55,2.47,1,"1,600"
Supers,Krieger,0.374,100,0.449,9.42,161.8,AWD,20%,7,9,9,1.12,0.45,2.782,2.68,1,"1,250"
Supers,LM87,0.3765,70,0.429,10.55,162.85,RWD,0%,6,7,6,1.35,0.44,2.77,2.625,1,900
Supers,Luiva,0.38,100,0.456,9,180,RWD,0%,6,2.5,2.5,0.75,0.525,2.625,2.48,1,"1,270"
Supers,Nero,0.3375,100,0.405,8.1,160,AWD,20%,6,3.5,3.5,1,0.45,2.65,2.48,1,"1,995"
Supers,Nero Custom,0.34005,100,0.408,8.1,160.2,AWD,20%,6,4.5,4.5,1.1,0.45,2.675,2.58,1,"1,800"
Supers,Osiris,0.36,100,0.432,10.24,159.1,AWD,30%,6,6,6,1.05,0.45,2.66,2.54,1,"1,350"
